attack_type,threat_level,instruction_preview,output_preview
BruteForce,HIGH,"Hệ thống SIEM cảnh báo về flow mạng sau. Hãy phân tích và đề xuất hành động:
Giao thức: TCP | Cổng đích: 21 (FTP) | Thời...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Credential Brute Force Attack

**Nhận định:**
Tấn công dò mật khẩu bằng cách thử nhiều credential liên tiếp. Phổ biến nhất là FTP-Patator và SSH..."
BruteForce,HIGH,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 21 (FTP) | Thời gian flow: tức thì (<1ms...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Credential Brute Force Attack

**Nhận định:**
Tấn công dò mật khẩu bằng cách thử nhiều credential liên tiếp. Phổ biến nhất là FTP-Patator và SSH..."
BruteForce,HIGH,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 22 (SSH) | Thời gian flow: tức thì (<1ms...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Credential Brute Force Attack

**Nhận định:**
Tấn công dò mật khẩu bằng cách thử nhiều credential liên tiếp. Phổ biến nhất là FTP-Patator và SSH..."
BruteForce,HIGH,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 22 (SSH) | Thời gi...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Credential Brute Force Attack

**Nhận định:**
Tấn công dò mật khẩu bằng cách thử nhiều credential liên tiếp. Phổ biến nhất là FTP-Patator và SSH..."
BruteForce,HIGH,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 21 (FTP) | Thời gian flow: tức thì (<1ms...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Credential Brute Force Attack

**Nhận định:**
Tấn công dò mật khẩu bằng cách thử nhiều credential liên tiếp. Phổ biến nhất là FTP-Patator và SSH..."
BruteForce,HIGH,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 22 (SSH) | Thời gi...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Credential Brute Force Attack

**Nhận định:**
Tấn công dò mật khẩu bằng cách thử nhiều credential liên tiếp. Phổ biến nhất là FTP-Patator và SSH..."
BruteForce,HIGH,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 22 (SSH) | Thời gi...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Credential Brute Force Attack

**Nhận định:**
Tấn công dò mật khẩu bằng cách thử nhiều credential liên tiếp. Phổ biến nhất là FTP-Patator và SSH..."
BruteForce,HIGH,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 22 (SSH) | Thời gian flow: tức thì (<1ms...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Credential Brute Force Attack

**Nhận định:**
Tấn công dò mật khẩu bằng cách thử nhiều credential liên tiếp. Phổ biến nhất là FTP-Patator và SSH..."
BruteForce,HIGH,"Với tư cách chuyên gia SOC, hãy phân loại và xử lý luồng mạng:
Giao thức: TCP | Cổng đích: 21 (FTP) | Thời gian flow: tứ...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Credential Brute Force Attack

**Nhận định:**
Tấn công dò mật khẩu bằng cách thử nhiều credential liên tiếp. Phổ biến nhất là FTP-Patator và SSH..."
BruteForce,HIGH,"Hệ thống SIEM cảnh báo về flow mạng sau. Hãy phân tích và đề xuất hành động:
Giao thức: TCP | Cổng đích: 21 (FTP) | Thời...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Credential Brute Force Attack

**Nhận định:**
Tấn công dò mật khẩu bằng cách thử nhiều credential liên tiếp. Phổ biến nhất là FTP-Patator và SSH..."
BruteForce,HIGH,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 21 (FTP) | Thời gian flow: trung bình (8...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Credential Brute Force Attack

**Nhận định:**
Tấn công dò mật khẩu bằng cách thử nhiều credential liên tiếp. Phổ biến nhất là FTP-Patator và SSH..."
BruteForce,HIGH,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 21 (FTP) | Thời gi...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Credential Brute Force Attack

**Nhận định:**
Tấn công dò mật khẩu bằng cách thử nhiều credential liên tiếp. Phổ biến nhất là FTP-Patator và SSH..."
BruteForce,HIGH,"Hệ thống SIEM cảnh báo về flow mạng sau. Hãy phân tích và đề xuất hành động:
Giao thức: TCP | Cổng đích: 21 (FTP) | Thời...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Credential Brute Force Attack

**Nhận định:**
Tấn công dò mật khẩu bằng cách thử nhiều credential liên tiếp. Phổ biến nhất là FTP-Patator và SSH..."
BruteForce,HIGH,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 22 (SSH) | Thời gi...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Credential Brute Force Attack

**Nhận định:**
Tấn công dò mật khẩu bằng cách thử nhiều credential liên tiếp. Phổ biến nhất là FTP-Patator và SSH..."
BruteForce,HIGH,"Với tư cách chuyên gia SOC, hãy phân loại và xử lý luồng mạng:
Giao thức: TCP | Cổng đích: 21 (FTP) | Thời gian flow: tứ...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Credential Brute Force Attack

**Nhận định:**
Tấn công dò mật khẩu bằng cách thử nhiều credential liên tiếp. Phổ biến nhất là FTP-Patator và SSH..."
BruteForce,HIGH,"Hệ thống SIEM cảnh báo về flow mạng sau. Hãy phân tích và đề xuất hành động:
Giao thức: TCP | Cổng đích: 22 (SSH) | Thời...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Credential Brute Force Attack

**Nhận định:**
Tấn công dò mật khẩu bằng cách thử nhiều credential liên tiếp. Phổ biến nhất là FTP-Patator và SSH..."
BruteForce,HIGH,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 22 (SSH) | Thời gian flow: tức thì (<1ms...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Credential Brute Force Attack

**Nhận định:**
Tấn công dò mật khẩu bằng cách thử nhiều credential liên tiếp. Phổ biến nhất là FTP-Patator và SSH..."
BruteForce,HIGH,"Với tư cách chuyên gia SOC, hãy phân loại và xử lý luồng mạng:
Giao thức: TCP | Cổng đích: 22 (SSH) | Thời gian flow: tr...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Credential Brute Force Attack

**Nhận định:**
Tấn công dò mật khẩu bằng cách thử nhiều credential liên tiếp. Phổ biến nhất là FTP-Patator và SSH..."
BruteForce,HIGH,"Hệ thống SIEM cảnh báo về flow mạng sau. Hãy phân tích và đề xuất hành động:
Giao thức: TCP | Cổng đích: 22 (SSH) | Thời...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Credential Brute Force Attack

**Nhận định:**
Tấn công dò mật khẩu bằng cách thử nhiều credential liên tiếp. Phổ biến nhất là FTP-Patator và SSH..."
BruteForce,HIGH,"Hệ thống SIEM cảnh báo về flow mạng sau. Hãy phân tích và đề xuất hành động:
Giao thức: TCP | Cổng đích: 21 (FTP) | Thời...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Credential Brute Force Attack

**Nhận định:**
Tấn công dò mật khẩu bằng cách thử nhiều credential liên tiếp. Phổ biến nhất là FTP-Patator và SSH..."
BruteForce,HIGH,"Hệ thống SIEM cảnh báo về flow mạng sau. Hãy phân tích và đề xuất hành động:
Giao thức: TCP | Cổng đích: 21 (FTP) | Thời...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Credential Brute Force Attack

**Nhận định:**
Tấn công dò mật khẩu bằng cách thử nhiều credential liên tiếp. Phổ biến nhất là FTP-Patator và SSH..."
Bot,HIGH,"Với tư cách chuyên gia SOC, hãy phân loại và xử lý luồng mạng:
Giao thức: TCP | Cổng đích: 8080 (HTTP-alt) | Thời gian f...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Botnet Command & Control (C2) Traffic

**Nhận định:**
Lưu lượng C2 của botnet: máy trong mạng đã bị nhiễm malware và đang giao tiếp với C2 serve..."
Bot,HIGH,"Với tư cách chuyên gia SOC, hãy phân loại và xử lý luồng mạng:
Giao thức: TCP | Cổng đích: 8080 (HTTP-alt) | Thời gian f...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Botnet Command & Control (C2) Traffic

**Nhận định:**
Lưu lượng C2 của botnet: máy trong mạng đã bị nhiễm malware và đang giao tiếp với C2 serve..."
Bot,HIGH,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 52935 (custom) | Thời gian flow: tức thì...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Botnet Command & Control (C2) Traffic

**Nhận định:**
Lưu lượng C2 của botnet: máy trong mạng đã bị nhiễm malware và đang giao tiếp với C2 serve..."
Bot,HIGH,"Hệ thống SIEM cảnh báo về flow mạng sau. Hãy phân tích và đề xuất hành động:
Giao thức: TCP | Cổng đích: 8080 (HTTP-alt)...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Botnet Command & Control (C2) Traffic

**Nhận định:**
Lưu lượng C2 của botnet: máy trong mạng đã bị nhiễm malware và đang giao tiếp với C2 serve..."
Bot,HIGH,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 51632 (custom) | Thời gian flow: tức thì...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Botnet Command & Control (C2) Traffic

**Nhận định:**
Lưu lượng C2 của botnet: máy trong mạng đã bị nhiễm malware và đang giao tiếp với C2 serve..."
Bot,HIGH,"Với tư cách chuyên gia SOC, hãy phân loại và xử lý luồng mạng:
Giao thức: TCP | Cổng đích: 8080 (HTTP-alt) | Thời gian f...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Botnet Command & Control (C2) Traffic

**Nhận định:**
Lưu lượng C2 của botnet: máy trong mạng đã bị nhiễm malware và đang giao tiếp với C2 serve..."
Bot,HIGH,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 2961 (custom) | Th...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Botnet Command & Control (C2) Traffic

**Nhận định:**
Lưu lượng C2 của botnet: máy trong mạng đã bị nhiễm malware và đang giao tiếp với C2 serve..."
Bot,HIGH,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 53098 (custom) | T...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Botnet Command & Control (C2) Traffic

**Nhận định:**
Lưu lượng C2 của botnet: máy trong mạng đã bị nhiễm malware và đang giao tiếp với C2 serve..."
Bot,HIGH,"Với tư cách chuyên gia SOC, hãy phân loại và xử lý luồng mạng:
Giao thức: TCP | Cổng đích: 8080 (HTTP-alt) | Thời gian f...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Botnet Command & Control (C2) Traffic

**Nhận định:**
Lưu lượng C2 của botnet: máy trong mạng đã bị nhiễm malware và đang giao tiếp với C2 serve..."
Bot,HIGH,"Với tư cách chuyên gia SOC, hãy phân loại và xử lý luồng mạng:
Giao thức: TCP | Cổng đích: 53347 (custom) | Thời gian fl...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Botnet Command & Control (C2) Traffic

**Nhận định:**
Lưu lượng C2 của botnet: máy trong mạng đã bị nhiễm malware và đang giao tiếp với C2 serve..."
Bot,HIGH,"Với tư cách chuyên gia SOC, hãy phân loại và xử lý luồng mạng:
Giao thức: TCP | Cổng đích: 8080 (HTTP-alt) | Thời gian f...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Botnet Command & Control (C2) Traffic

**Nhận định:**
Lưu lượng C2 của botnet: máy trong mạng đã bị nhiễm malware và đang giao tiếp với C2 serve..."
Bot,HIGH,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 53519 (custom) | Thời gian flow: tức thì...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Botnet Command & Control (C2) Traffic

**Nhận định:**
Lưu lượng C2 của botnet: máy trong mạng đã bị nhiễm malware và đang giao tiếp với C2 serve..."
Bot,HIGH,"Hệ thống SIEM cảnh báo về flow mạng sau. Hãy phân tích và đề xuất hành động:
Giao thức: TCP | Cổng đích: 8080 (HTTP-alt)...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Botnet Command & Control (C2) Traffic

**Nhận định:**
Lưu lượng C2 của botnet: máy trong mạng đã bị nhiễm malware và đang giao tiếp với C2 serve..."
Bot,HIGH,"Với tư cách chuyên gia SOC, hãy phân loại và xử lý luồng mạng:
Giao thức: TCP | Cổng đích: 8080 (HTTP-alt) | Thời gian f...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Botnet Command & Control (C2) Traffic

**Nhận định:**
Lưu lượng C2 của botnet: máy trong mạng đã bị nhiễm malware và đang giao tiếp với C2 serve..."
Bot,HIGH,"Hệ thống SIEM cảnh báo về flow mạng sau. Hãy phân tích và đề xuất hành động:
Giao thức: TCP | Cổng đích: 53530 (custom) ...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Botnet Command & Control (C2) Traffic

**Nhận định:**
Lưu lượng C2 của botnet: máy trong mạng đã bị nhiễm malware và đang giao tiếp với C2 serve..."
Bot,HIGH,"Hệ thống SIEM cảnh báo về flow mạng sau. Hãy phân tích và đề xuất hành động:
Giao thức: TCP | Cổng đích: 51793 (custom) ...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Botnet Command & Control (C2) Traffic

**Nhận định:**
Lưu lượng C2 của botnet: máy trong mạng đã bị nhiễm malware và đang giao tiếp với C2 serve..."
Bot,HIGH,"Hệ thống SIEM cảnh báo về flow mạng sau. Hãy phân tích và đề xuất hành động:
Giao thức: TCP | Cổng đích: 8080 (HTTP-alt)...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Botnet Command & Control (C2) Traffic

**Nhận định:**
Lưu lượng C2 của botnet: máy trong mạng đã bị nhiễm malware và đang giao tiếp với C2 serve..."
Bot,HIGH,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 51633 (custom) | T...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Botnet Command & Control (C2) Traffic

**Nhận định:**
Lưu lượng C2 của botnet: máy trong mạng đã bị nhiễm malware và đang giao tiếp với C2 serve..."
Bot,HIGH,"Hệ thống SIEM cảnh báo về flow mạng sau. Hãy phân tích và đề xuất hành động:
Giao thức: TCP | Cổng đích: 8080 (HTTP-alt)...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Botnet Command & Control (C2) Traffic

**Nhận định:**
Lưu lượng C2 của botnet: máy trong mạng đã bị nhiễm malware và đang giao tiếp với C2 serve..."
Bot,HIGH,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 52239 (custom) | Thời gian flow: tức thì...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Botnet Command & Control (C2) Traffic

**Nhận định:**
Lưu lượng C2 của botnet: máy trong mạng đã bị nhiễm malware và đang giao tiếp với C2 serve..."
Bot,HIGH,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 8080 (HTTP-alt) | Thời gian flow: ngắn (...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Botnet Command & Control (C2) Traffic

**Nhận định:**
Lưu lượng C2 của botnet: máy trong mạng đã bị nhiễm malware và đang giao tiếp với C2 serve..."
Bot,HIGH,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 8080 (HTTP-alt) | Thời gian flow: ngắn (...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Botnet Command & Control (C2) Traffic

**Nhận định:**
Lưu lượng C2 của botnet: máy trong mạng đã bị nhiễm malware và đang giao tiếp với C2 serve..."
Bot,HIGH,"Hệ thống SIEM cảnh báo về flow mạng sau. Hãy phân tích và đề xuất hành động:
Giao thức: TCP | Cổng đích: 8080 (HTTP-alt)...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Botnet Command & Control (C2) Traffic

**Nhận định:**
Lưu lượng C2 của botnet: máy trong mạng đã bị nhiễm malware và đang giao tiếp với C2 serve..."
Bot,HIGH,"Hệ thống SIEM cảnh báo về flow mạng sau. Hãy phân tích và đề xuất hành động:
Giao thức: TCP | Cổng đích: 53721 (custom) ...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Botnet Command & Control (C2) Traffic

**Nhận định:**
Lưu lượng C2 của botnet: máy trong mạng đã bị nhiễm malware và đang giao tiếp với C2 serve..."
Bot,HIGH,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 2989 (custom) | Th...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Botnet Command & Control (C2) Traffic

**Nhận định:**
Lưu lượng C2 của botnet: máy trong mạng đã bị nhiễm malware và đang giao tiếp với C2 serve..."
Bot,HIGH,"Với tư cách chuyên gia SOC, hãy phân loại và xử lý luồng mạng:
Giao thức: TCP | Cổng đích: 53713 (custom) | Thời gian fl...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Botnet Command & Control (C2) Traffic

**Nhận định:**
Lưu lượng C2 của botnet: máy trong mạng đã bị nhiễm malware và đang giao tiếp với C2 serve..."
Bot,HIGH,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 51608 (custom) | Thời gian flow: tức thì...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Botnet Command & Control (C2) Traffic

**Nhận định:**
Lưu lượng C2 của botnet: máy trong mạng đã bị nhiễm malware và đang giao tiếp với C2 serve..."
Bot,HIGH,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 8080 (HTTP-alt) | ...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Botnet Command & Control (C2) Traffic

**Nhận định:**
Lưu lượng C2 của botnet: máy trong mạng đã bị nhiễm malware và đang giao tiếp với C2 serve..."
Bot,HIGH,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 51612 (custom) | T...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Botnet Command & Control (C2) Traffic

**Nhận định:**
Lưu lượng C2 của botnet: máy trong mạng đã bị nhiễm malware và đang giao tiếp với C2 serve..."
Bot,HIGH,"Hệ thống SIEM cảnh báo về flow mạng sau. Hãy phân tích và đề xuất hành động:
Giao thức: TCP | Cổng đích: 52165 (custom) ...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Botnet Command & Control (C2) Traffic

**Nhận định:**
Lưu lượng C2 của botnet: máy trong mạng đã bị nhiễm malware và đang giao tiếp với C2 serve..."
Bot,HIGH,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 8080 (HTTP-alt) | ...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Botnet Command & Control (C2) Traffic

**Nhận định:**
Lưu lượng C2 của botnet: máy trong mạng đã bị nhiễm malware và đang giao tiếp với C2 serve..."
Bot,HIGH,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 8080 (HTTP-alt) | ...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Botnet Command & Control (C2) Traffic

**Nhận định:**
Lưu lượng C2 của botnet: máy trong mạng đã bị nhiễm malware và đang giao tiếp với C2 serve..."
Bot,HIGH,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 8080 (HTTP-alt) | Thời gian flow: trung ...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Botnet Command & Control (C2) Traffic

**Nhận định:**
Lưu lượng C2 của botnet: máy trong mạng đã bị nhiễm malware và đang giao tiếp với C2 serve..."
Bot,HIGH,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 8080 (HTTP-alt) | ...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Botnet Command & Control (C2) Traffic

**Nhận định:**
Lưu lượng C2 của botnet: máy trong mạng đã bị nhiễm malware và đang giao tiếp với C2 serve..."
Bot,HIGH,"Hệ thống SIEM cảnh báo về flow mạng sau. Hãy phân tích và đề xuất hành động:
Giao thức: TCP | Cổng đích: 8080 (HTTP-alt)...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: HIGH
Phân loại: Botnet Command & Control (C2) Traffic

**Nhận định:**
Lưu lượng C2 của botnet: máy trong mạng đã bị nhiễm malware và đang giao tiếp với C2 serve..."
BENIGN,INFO,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 53 (DNS) | Thời gian flow: tức thì (<1ms...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: INFO
Phân loại: Lưu lượng bình thường (Benign Traffic)

**Nhận định:**
Flow mạng nằm trong baseline bình thường. Các thông số về tốc độ, tỷ lệ gói tin, TCP flag..."
BENIGN,INFO,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 443 (HTTPS) | Thời...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: INFO
Phân loại: Lưu lượng bình thường (Benign Traffic)

**Nhận định:**
Flow mạng nằm trong baseline bình thường. Các thông số về tốc độ, tỷ lệ gói tin, TCP flag..."
BENIGN,INFO,"Hệ thống SIEM cảnh báo về flow mạng sau. Hãy phân tích và đề xuất hành động:
Giao thức: TCP | Cổng đích: 443 (HTTPS) | T...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: INFO
Phân loại: Lưu lượng bình thường (Benign Traffic)

**Nhận định:**
Flow mạng nằm trong baseline bình thường. Các thông số về tốc độ, tỷ lệ gói tin, TCP flag..."
BENIGN,INFO,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 53 (DNS) | Thời gian flow: ngắn (79.3ms)...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: INFO
Phân loại: Lưu lượng bình thường (Benign Traffic)

**Nhận định:**
Flow mạng nằm trong baseline bình thường. Các thông số về tốc độ, tỷ lệ gói tin, TCP flag..."
BENIGN,INFO,"Phân tích flow mạng sau và đưa ra đánh giá bảo mật:
Giao thức: TCP | Cổng đích: 443 (HTTPS) | Thời gian flow: ngắn (294....","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: INFO
Phân loại: Lưu lượng bình thường (Benign Traffic)

**Nhận định:**
Flow mạng nằm trong baseline bình thường. Các thông số về tốc độ, tỷ lệ gói tin, TCP flag..."
BENIGN,INFO,"Với tư cách chuyên gia SOC, hãy phân loại và xử lý luồng mạng:
Giao thức: TCP | Cổng đích: 53 (DNS) | Thời gian flow: ng...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: INFO
Phân loại: Lưu lượng bình thường (Benign Traffic)

**Nhận định:**
Flow mạng nằm trong baseline bình thường. Các thông số về tốc độ, tỷ lệ gói tin, TCP flag..."
BENIGN,INFO,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 22 (SSH) | Thời gi...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: INFO
Phân loại: Lưu lượng bình thường (Benign Traffic)

**Nhận định:**
Flow mạng nằm trong baseline bình thường. Các thông số về tốc độ, tỷ lệ gói tin, TCP flag..."
BENIGN,INFO,"Hệ thống SIEM cảnh báo về flow mạng sau. Hãy phân tích và đề xuất hành động:
Giao thức: TCP | Cổng đích: 53 (DNS) | Thời...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: INFO
Phân loại: Lưu lượng bình thường (Benign Traffic)

**Nhận định:**
Flow mạng nằm trong baseline bình thường. Các thông số về tốc độ, tỷ lệ gói tin, TCP flag..."
BENIGN,INFO,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 60741 (custom) | T...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: INFO
Phân loại: Lưu lượng bình thường (Benign Traffic)

**Nhận định:**
Flow mạng nằm trong baseline bình thường. Các thông số về tốc độ, tỷ lệ gói tin, TCP flag..."
BENIGN,INFO,"Hệ thống SIEM cảnh báo về flow mạng sau. Hãy phân tích và đề xuất hành động:
Giao thức: TCP | Cổng đích: 443 (HTTPS) | T...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: INFO
Phân loại: Lưu lượng bình thường (Benign Traffic)

**Nhận định:**
Flow mạng nằm trong baseline bình thường. Các thông số về tốc độ, tỷ lệ gói tin, TCP flag..."
BENIGN,INFO,"Đánh giá mức độ nguy hiểm của flow mạng này và đề xuất biện pháp ứng phó:
Giao thức: TCP | Cổng đích: 53 (DNS) | Thời gi...","**PHÂN TÍCH FLOW MẠNG**

Mức độ đe dọa: INFO
Phân loại: Lưu lượng bình thường (Benign Traffic)

**Nhận định:**
Flow mạng nằm trong baseline bình thường. Các thông số về tốc độ, tỷ lệ gói tin, TCP flag..."
